1,1
2,0
3,0
4,0
5,1
6,0
7,1
8,1
9,0
10,0
11,0
12,1
13,1
14,0
15,0
16,1
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,1
34,1
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,0
44,1
45,1
46,0
47,0
48,0
49,0
50,1
51,1
52,0
53,1
54,1
55,0
56,0
57,1
58,0
59,1
60,1
61,1
62,1
63,1
64,0
65,0
66,1
67,0
68,1
69,0
70,0
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,1
79,0
80,1
81,0
82,1
83,0
84,0
85,1
86,1
87,0
88,1
89,0
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,1
102,1
103,0
104,1
105,0
106,1
107,1
108,1
109,0
110,0
111,1
112,1
113,0
114,0
115,1
116,1
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,0
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,1
134,1
135,0
136,0
137,1
138,1
139,0
140,1
141,1
142,0
143,1
144,0
145,1
146,1
147,0
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,1
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,0
175,1
176,0
177,1
178,1
179,1
180,0
181,1
182,1
183,1
184,1
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,0
195,1
196,1
197,1
198,0
199,0
200,1
201,1
202,0
203,0
204,1
205,0
206,0
207,0
208,0
209,0
210,1
211,1
212,0
213,1
214,1
215,1
216,0
217,1
218,1
219,0
220,1
221,0
222,0
223,1
224,1
225,0
226,1
227,1
228,1
229,0
230,1
231,1
232,1
233,0
234,0
235,1
236,0
237,1
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,0
246,1
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,1
255,0
256,1
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,1
265,1
266,0
267,0
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,0
276,0
277,1
278,1
279,1
280,1
281,0
282,1
283,0
284,0
285,0
286,1
287,1
288,0
289,1
290,0
291,1
292,0
293,0
294,0
295,1
296,1
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,1
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,0
313,1
314,1
315,0
316,0
317,1
318,1
319,1
320,1
321,0
322,0
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,1
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,1
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,0
350,1
351,1
352,1
353,1
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,1
362,1
363,1
364,0
365,1
366,1
367,1
368,0
369,1
370,0
371,1
372,0
373,0
374,0
375,0
376,1
377,1
378,1
379,1
380,1
381,1
382,0
383,0
384,0
385,0
386,0
387,1
388,0
389,1
390,0
391,1
392,1
393,0
394,0
395,1
396,1
397,0
398,0
399,0
400,0
401,1
402,0
403,1
404,1
405,1
406,0
407,1
408,1
409,1
410,0
411,0
412,1
413,1
414,0
415,0
416,0
417,1
418,0
419,0
420,1
421,1
422,0
423,0
424,0
425,1
426,0
427,0
428,0
429,0
430,1
431,0
432,1
433,0
434,1
435,1
436,1
437,1
438,1
439,0
440,1
441,0
442,0
443,1
444,0
445,0
446,1
447,1
448,0
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,1
457,1
458,0
459,0
460,0
461,1
462,0
463,0
464,1
465,0
466,0
467,1
468,1
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,0
477,0
478,0
479,1
480,1
481,1
482,1
483,1
484,0
485,0
486,0
487,0
488,0
489,0
490,1
491,0
492,1
493,0
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,0
504,0
505,0
506,1
507,0
508,1
509,1
510,0
511,1
512,1
513,0
514,0
515,1
516,0
517,1
518,0
519,1
520,1
521,0
522,0
523,0
524,0
525,1
526,0
527,1
528,0
529,0
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,1
541,1
542,1
543,0
544,0
545,0
546,1
547,1
548,1
549,1
550,1
551,1
552,0
553,0
554,0
555,1
556,1
557,1
558,0
559,1
560,1
561,0
562,1
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,0
574,0
575,0
576,1
577,1
578,1
579,1
580,1
581,1
582,0
583,0
584,1
585,0
586,1
587,1
588,1
589,0
590,1
591,0
592,0
593,0
594,0
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,1
607,0
608,1
609,0
610,1
611,0
612,0
613,1
614,1
615,0
616,0
617,1
618,0
619,1
620,0
621,0
622,0
623,0
624,1
625,0
626,1
627,1
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,0
638,1
639,0
640,1
641,0
642,1
643,1
644,1
645,1
646,0
647,1
648,0
649,1
650,1
651,1
652,0
653,1
654,1
655,1
656,0
657,1
658,1
659,0
660,1
661,0
662,0
663,1
664,0
665,0
666,1
667,0
668,1
669,0
670,1
671,0
672,1
673,0
674,1
675,0
676,1
677,1
678,0
679,0
680,1
681,1
682,1
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,1
691,0
692,0
693,0
694,1
695,1
696,0
697,1
698,0
699,0
700,1
701,1
702,0
703,0
704,1
705,0
706,1
707,0
708,1
709,0
710,1
